first_name,second_name,team_name,position,now_cost,minutes,goals_scored,assists,clean_sheets,expected_goals,expected_assists,total_points,market_value_m
David,Raya Martín,Arsenal,Goalkeeper,60,180,0,0,2,0.0,0.0,12,6.0
Kepa,Arrizabalaga Revuelta,Arsenal,Goalkeeper,49,0,0,0,0,0.0,0.0,0,4.9
Illan,Meslier,Arsenal,Goalkeeper,49,0,0,0,0,0.0,0.0,0,4.9
Gabriel,dos Santos Magalhães,Arsenal,Defender,80,180,0,0,2,0.18,0.03,13,8.0
Jurriën,Timber,Arsenal,Defender,65,0,0,0,0,0.0,0.0,0,6.5
William,Saliba,Arsenal,Defender,60,0,0,0,0,0.0,0.0,0,6.0
Myles,Lewis-Skelly,Arsenal,Midfielder,55,160,0,0,2,0.13,0.13,6,5.5
Riccardo,Calafiori,Arsenal,Defender,57,170,0,2,2,0.15,0.55,20,5.7
Piero,Hincapié,Arsenal,Defender,53,9,0,0,0,0.0,0.0,1,5.3
Benjamin,White,Arsenal,Defender,55,180,0,1,2,0.18,0.26,18,5.5
Cristhian,Mosquera,Arsenal,Defender,55,168,0,0,2,0.0,0.01,12,5.5
Bukayo,Saka,Arsenal,Midfielder,95,157,2,0,2,1.27,0.12,20,9.5
Declan,Rice,Arsenal,Midfielder,74,151,0,0,2,0.07,0.18,8,7.4
Eberechi,Eze,Arsenal,Midfielder,64,59,0,0,0,0.04,0.07,2,6.4
Martin,Ødegaard,Arsenal,Midfielder,66,145,1,0,2,0.29,0.17,14,6.6
Noni,Madueke,Arsenal,Midfielder,63,22,0,0,0,0.0,0.04,1,6.3
Mikel,Merino Zazón,Arsenal,Midfielder,59,33,0,0,0,0.14,0.02,2,5.9
Gabriel,Martinelli Silva,Arsenal,Midfielder,63,0,0,0,0,0.0,0.0,0,6.3
Martín,Zubimendi Ibáñez,Arsenal,Midfielder,54,27,0,0,0,0.0,0.02,2,5.4
Max,Dowman,Arsenal,Midfielder,54,0,0,0,0,0.0,0.0,0,5.4
Ethan,Nwaneri,Arsenal,Midfielder,54,0,0,0,0,0.0,0.0,0,5.4
Fábio,Ferreira Vieira,Arsenal,Midfielder,55,0,0,0,0,0.0,0.0,0,5.5
Reiss,Nelson,Arsenal,Midfielder,55,0,0,0,0,0.0,0.0,0,5.5
Viktor,Gyökeres,Arsenal,Forward,73,0,0,0,0,0.0,0.0,0,7.3
Kai,Havertz,Arsenal,Forward,75,180,1,0,2,0.28,0.06,8,7.5
Gabriel,Fernando de Jesus,Arsenal,Forward,59,0,0,0,0,0.0,0.0,0,5.9
Ezri,Konsa Ngoyo,Arsenal,Defender,44,11,0,0,0,0.0,0.0,1,4.4
Bruno,Guimarães Rodriguez Moura,Arsenal,Midfielder,68,19,0,0,0,0.0,0.01,1,6.8
Christos,Tzolis,Arsenal,Midfielder,65,120,0,1,1,0.19,0.15,6,6.5
Marco,Bizot,Aston Villa,Goalkeeper,45,90,0,0,0,0.0,0.0,1,4.5
Lucas,Digne,Aston Villa,Defender,45,0,0,0,0,0.0,0.0,0,4.5
Matty,Cash,Aston Villa,Defender,45,251,0,0,1,0.15,0.04,7,4.5
Tyrone,Mings,Aston Villa,Defender,45,106,0,0,1,0.11,0.02,7,4.5
Pau,Torres,Aston Villa,Defender,45,163,0,0,0,0.0,0.01,2,4.5
Lamare,Bogarde,Aston Villa,Midfielder,50,16,0,0,0,0.0,0.0,1,5.0
Ian,Maatsen,Aston Villa,Defender,45,245,0,0,1,0.1,0.42,8,4.5
Victor,Lindelöf,Aston Villa,Defender,45,270,0,0,1,0.0,0.16,6,4.5
Andrés,García,Aston Villa,Defender,40,0,0,0,0,0.0,0.0,0,4.0
Kosta,Nedeljkovic,Aston Villa,Defender,40,0,0,0,0,0.0,0.0,0,4.0
Emiliano,Buendía Stati,Aston Villa,Midfielder,60,249,0,0,1,0.78,0.16,7,6.0
Leon,Bailey,Aston Villa,Midfielder,54,0,0,0,0,0.0,0.0,0,5.4
John,McGinn,Aston Villa,Midfielder,54,261,0,0,1,0.77,0.09,5,5.4
Ross,Barkley,Aston Villa,Midfielder,50,240,0,0,1,0.35,0.13,7,5.0
Boubacar,Kamara,Aston Villa,Midfielder,50,270,0,0,1,0.0,0.1,7,5.0
Amadou,Onana,Aston Villa,Midfielder,50,0,0,0,0,0.0,0.0,0,5.0
Samuel,Iling-Junior,Aston Villa,Midfielder,50,0,0,0,0,0.0,0.0,0,5.0
Bradley,Burrowes,Aston Villa,Midfielder,45,0,0,0,0,0.0,0.0,0,4.5
George,Hemmings,Aston Villa,Midfielder,45,234,0,0,1,0.07,0.15,7,4.5
Alysson Edward Franco,da Rocha dos Santos,Aston Villa,Midfielder,50,42,0,0,0,0.0,0.0,2,5.0
Johan,Manzambi,Aston Villa,Midfielder,59,0,0,0,0,0.0,0.0,0,5.9
Joao,Gomes,Aston Villa,Midfielder,55,39,0,0,0,0.0,0.01,-2,5.5
Ollie,Watkins,Aston Villa,Forward,78,0,0,0,0,0.0,0.0,0,7.8
Tammy,Abraham,Aston Villa,Forward,55,24,0,0,0,0.0,0.0,2,5.5
Alejandro,Garnacho Ferreyra,Aston Villa,Midfielder,59,31,0,0,0,0.0,0.0,3,5.9
Nicolas,Jackson,Aston Villa,Forward,65,154,0,0,1,0.24,0.54,4,6.5
Brian,Madjo,Aston Villa,Forward,55,0,0,0,0,0.0,0.0,0,5.5
Matteo,Ruggeri,Aston Villa,Defender,45,23,0,0,0,0.0,0.01,2,4.5
Zion,Suzuki,Aston Villa,Goalkeeper,50,180,0,0,1,0.0,0.0,12,5.0
Triston,Rowe,Aston Villa,Defender,40,0,0,0,0,0.0,0.0,0,4.0
Luka,Lynch,Aston Villa,Midfielder,45,0,0,0,0,0.0,0.0,0,4.5
Aaron,Wan-Bissaka,Aston Villa,Defender,45,17,0,0,0,0.0,0.0,2,4.5
Leon,Goretzka,Aston Villa,Midfielder,60,0,0,0,0,0.0,0.0,0,6.0
Taylor,Harwood-Bellis,Aston Villa,Defender,45,0,0,0,0,0.0,0.0,0,4.5
Ibrahim,Mbaye,Aston Villa,Midfielder,60,0,0,0,0,0.0,0.0,0,6.0
Đorđe,Petrović,Bournemouth,Goalkeeper,45,270,0,0,0,0.0,0.0,6,4.5
Fraser,Forster,Bournemouth,Goalkeeper,40,0,0,0,0,0.0,0.0,0,4.0
Will,Dennis,Bournemouth,Goalkeeper,40,0,0,0,0,0.0,0.0,0,4.0
James,Hill,Bournemouth,Defender,55,270,0,0,0,0.0,0.76,6,5.5
Adrien,Truffert,Bournemouth,Defender,55,270,0,0,0,0.01,0.13,5,5.5
Bafodé,Diakité,Bournemouth,Defender,50,0,0,0,0,0.0,0.0,0,5.0
Veljko,Milosavljevic,Bournemouth,Defender,50,0,0,0,0,0.0,0.0,0,5.0
Adam,Smith,Bournemouth,Defender,45,270,0,0,0,0.01,0.06,2,4.5
Julián,Araujo Zúñiga,Bournemouth,Defender,45,0,0,0,0,0.0,0.0,0,4.5
Julio,Soler Barreto,Bournemouth,Defender,40,0,0,0,0,0.0,0.0,0,4.0
Rayan Vitor,Simplício Rocha,Bournemouth,Midfielder,65,266,0,0,0,0.48,0.06,6,6.5
Marcus,Tavernier,Bournemouth,Midfielder,60,268,2,0,0,1.5,0.34,21,6.0
Alex,Scott,Bournemouth,Midfielder,60,266,1,2,1,0.33,0.3,24,6.0
Justin,Kluivert,Bournemouth,Midfielder,60,229,0,0,2,0.78,0.06,7,6.0
Lewis,Cook,Bournemouth,Midfielder,50,157,0,0,2,0.0,0.01,7,5.0
Ben,Gannon-Doak,Bournemouth,Midfielder,50,2,0,0,0,0.02,0.0,2,5.0
Tyler,Adams,Bournemouth,Midfielder,50,111,0,0,0,0.0,0.01,6,5.0
David,Brooks,Bournemouth,Midfielder,50,23,0,0,0,0.0,0.01,2,5.0
Ryan,Christie,Bournemouth,Midfielder,50,4,0,0,0,0.0,0.0,2,5.0
Alex,Tóth,Bournemouth,Midfielder,50,15,0,0,0,0.0,0.0,1,5.0
Amine,Adli,Bournemouth,Midfielder,49,0,0,0,0,0.0,0.0,0,4.9
Junior,Kroupi,Bournemouth,Midfielder,74,0,0,0,0,0.0,0.0,0,7.4
Francisco Evanilson,de Lima Barbosa,Bournemouth,Forward,60,244,0,2,2,0.71,0.26,11,6.0
Enes,Ünal,Bournemouth,Forward,55,0,0,0,0,0.0,0.0,0,5.5
Álvaro,Rodríguez,Bournemouth,Forward,60,9,0,0,0,0.0,0.0,1,6.0
António João,Pereira de Albuquerque Tavares da Silva,Bournemouth,Defender,50,270,0,0,0,0.27,0.04,7,5.0
Juanlu,Sánchez,Bournemouth,Defender,45,0,0,0,0,0.0,0.0,0,4.5
Daniel,Jebbison,Bournemouth,Forward,50,16,0,0,0,0.1,0.0,2,5.0
Michele,Di Gregorio,Bournemouth,Goalkeeper,45,0,0,0,0,0.0,0.0,0,4.5
Caoimhín,Kelleher,Brentford,Goalkeeper,50,270,0,0,1,0.0,0.01,11,5.0
Hákon Rafn,Valdimarsson,Brentford,Goalkeeper,45,0,0,0,0,0.0,0.0,0,4.5
Nathan,Collins,Brentford,Defender,55,196,0,0,1,0.51,0.05,10,5.5
Sepp,van den Berg,Brentford,Defender,49,0,0,0,0,0.0,0.0,0,4.9
